Id;AddressFormId;EnumTypeItemId
AB8220FD-7700-E611-827B-8CDCD42BACB8;A38220FD-7700-E611-827B-8CDCD42BACB8;718220FD-7700-E611-827B-8CDCD42BACB8
B08220FD-7700-E611-827B-8CDCD42BACB8;AC8220FD-7700-E611-827B-8CDCD42BACB8;738220FD-7700-E611-827B-8CDCD42BACB8
