Id;Name
868220FD-7700-E611-827B-8CDCD42BACB8;PropertyName
878220FD-7700-E611-827B-8CDCD42BACB8;PropertyNumber
888220FD-7700-E611-827B-8CDCD42BACB8;Line1
898220FD-7700-E611-827B-8CDCD42BACB8;Line2
8A8220FD-7700-E611-827B-8CDCD42BACB8;Line3
8B8220FD-7700-E611-827B-8CDCD42BACB8;Postcode
8C8220FD-7700-E611-827B-8CDCD42BACB8;City
8D8220FD-7700-E611-827B-8CDCD42BACB8;County
8E8220FD-7700-E611-827B-8CDCD42BACB8;Country
